#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VIRSorter_short2-ContigCoA-KX349310_46-gene_7 -          Phage_cluster_1101.ali_faa -            1.1e-38  123.5   3.5   1.2e-38  123.4   3.5   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_1 -          Phage_cluster_1101.ali_faa -            8.7e-38  120.6   3.3   9.4e-38  120.5   3.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_43-gene_14 -          Phage_cluster_1105.ali_faa -            7.7e-36  114.1   4.5   8.4e-36  114.0   4.5   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_46-gene_3  -          Phage_cluster_1105.ali_faa -            7.7e-36  114.1   4.5   8.4e-36  114.0   4.5   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_43-gene_9 -          Phage_cluster_1106.ali_faa -            1.3e-32  103.9   3.1   1.5e-32  103.6   3.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_49-gene_3 -          Phage_cluster_111.ali_faa -              7e-45  145.5  22.1     2e-44  144.0  22.1   1.6   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_51-gene_3 -          Phage_cluster_111.ali_faa -              7e-45  145.5  22.1     2e-44  144.0  22.1   1.6   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_4 -          Phage_cluster_111.ali_faa -            4.7e-32  103.2  14.2   1.6e-31  101.4  14.2   1.7   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_49-gene_3 -          Phage_cluster_112.ali_faa -           5.2e-274  902.6  31.0  5.9e-274  902.4  31.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_51-gene_3 -          Phage_cluster_112.ali_faa -           5.2e-274  902.6  31.0  5.9e-274  902.4  31.0   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_4 -          Phage_cluster_112.ali_faa -           9.6e-171  561.5  19.3  1.1e-170  561.3  19.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_51-gene_4 -          Phage_cluster_119.ali_faa -           9.3e-112  366.0  68.4   3.6e-53  171.5   7.7   5.4   2   2   3   5   5   5   5 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_8 -          Phage_cluster_11.ali_faa -            2.9e-18   57.7   0.0   2.4e-17   54.7   0.0   2.1   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_39-gene_3 -          Phage_cluster_11.ali_faa -            2.9e-18   57.7   0.0   2.4e-17   54.7   0.0   2.1   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_40-gene_2 -          Phage_cluster_11.ali_faa -            2.9e-18   57.7   0.0   2.4e-17   54.7   0.0   2.1   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_43-gene_15 -          Phage_cluster_1203.ali_faa -            1.9e-38  122.9   0.6     2e-38  122.8   0.6   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_46-gene_4  -          Phage_cluster_1203.ali_faa -            1.9e-38  122.9   0.6     2e-38  122.8   0.6   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_1 -          Phage_cluster_1257.ali_faa -            0.00069   12.5   0.1   0.00073   12.4   0.1   1.1   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_8 -          Phage_cluster_131.ali_faa -            9.9e-19   59.5   0.1   6.5e-18   56.8   0.1   1.9   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_39-gene_3 -          Phage_cluster_131.ali_faa -            9.9e-19   59.5   0.1   6.5e-18   56.8   0.1   1.9   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_40-gene_2 -          Phage_cluster_131.ali_faa -            9.9e-19   59.5   0.1   6.5e-18   56.8   0.1   1.9   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_4 -          Phage_cluster_1429.ali_faa -            1.4e-53  174.3   0.3   1.7e-53  174.1   0.3   1.0   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_51-gene_4 -          Phage_cluster_146.ali_faa -            2.7e-23   74.8  17.4   2.3e-10   32.2   1.2   4.7   1   1   3   4   4   4   4 -
VIRSorter_short2-ContigCoA-KX349310_49-gene_1 -          Phage_cluster_146.ali_faa -            2.3e-05   15.8   4.6   0.00018   12.9   4.2   2.1   1   1   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_46-gene_8 -          Phage_cluster_146.ali_faa -            8.9e-05   13.9   5.8   0.00012   13.5   2.2   2.2   1   1   1   2   2   2   2 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_2 -          Phage_cluster_146.ali_faa -            8.9e-05   13.9   5.8   0.00012   13.5   2.2   2.2   1   1   1   2   2   2   2 -
VIRSorter_short2-ContigCoA-KX349310_37-gene_4 -          Phage_cluster_1504.ali_faa -            1.9e-29   95.3   0.5   2.4e-29   95.0   0.5   1.1   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_51-gene_4 -          Phage_cluster_1505.ali_faa -            4.9e-05   15.1   0.1   8.6e-05   14.3   0.1   1.5   1   0   0   1   1   1   1 -
VIRSorter_short2-ContigCoA-KX349310_48-gene_3 -          Phage_cluster_1514.ali_faa -              5e-24   77.2   0.1   5.6e-24   77.1   0.1   1.0   1   0   0   1   1   1   1 -
