VIRSorter_short2-ContigCoA-KX349310_51-gene_2	gi|388684881|ref|YP_006382761.1|	31.250	112	72	2	12	122	4	111	4.22e-11	55.5
VIRSorter_short2-ContigCoA-KX349310_51-gene_2	gi|422936962|ref|YP_007007227.1|	28.704	108	74	2	28	135	11	115	5.73e-05	38.9
VIRSorter_short2-ContigCoA-KX349310_51-gene_2	gi|414087150|ref|YP_006987337.1|	26.606	109	77	2	27	135	10	115	9.04e-05	38.5
VIRSorter_short2-ContigCoA-KX349310_51-gene_2	gi|530787943|ref|YP_008433560.1|	34.615	78	48	2	10	87	3	77	6.04e-04	36.2
VIRSorter_short2-ContigCoA-KX349310_51-gene_3	gi|414087149|ref|YP_006987336.1|	27.368	95	66	2	5	97	27	120	6.55e-05	44.7
VIRSorter_short2-ContigCoA-KX349310_51-gene_3	gi|422936961|ref|YP_007007226.1|	27.660	94	65	2	6	97	28	120	3.33e-04	42.4
VIRSorter_short2-ContigCoA-KX349310_51-gene_4	gi|472339383|ref|YP_007672917.1|	31.884	69	47	0	212	280	37	105	4.81e-05	43.9
VIRSorter_short2-ContigCoA-KX349310_49-gene_2	gi|388684881|ref|YP_006382761.1|	31.250	112	72	2	12	122	4	111	4.22e-11	55.5
VIRSorter_short2-ContigCoA-KX349310_49-gene_2	gi|422936962|ref|YP_007007227.1|	28.704	108	74	2	28	135	11	115	5.73e-05	38.9
VIRSorter_short2-ContigCoA-KX349310_49-gene_2	gi|414087150|ref|YP_006987337.1|	26.606	109	77	2	27	135	10	115	9.04e-05	38.5
VIRSorter_short2-ContigCoA-KX349310_49-gene_2	gi|530787943|ref|YP_008433560.1|	34.615	78	48	2	10	87	3	77	6.04e-04	36.2
VIRSorter_short2-ContigCoA-KX349310_49-gene_3	gi|414087149|ref|YP_006987336.1|	27.368	95	66	2	5	97	27	120	6.55e-05	44.7
VIRSorter_short2-ContigCoA-KX349310_49-gene_3	gi|422936961|ref|YP_007007226.1|	27.660	94	65	2	6	97	28	120	3.33e-04	42.4
VIRSorter_short2-ContigCoA-KX349310_39-gene_4	gi|326783387|ref|YP_004323667.1|	90.741	54	5	0	1	54	1	54	6.87e-33	106
VIRSorter_short2-ContigCoA-KX349310_39-gene_5	gi|326783386|ref|YP_004323668.1|	88.889	63	6	1	1	62	1	63	4.49e-34	108
VIRSorter_short2-ContigCoA-KX349310_39-gene_5	gi|326784042|ref|YP_004324435.1|	65.517	58	20	0	1	58	1	58	2.41e-24	84.3
VIRSorter_short2-ContigCoA-KX349310_39-gene_7	gi|514231450|ref|YP_008130127.1|	32.787	61	29	1	2	50	4	64	5.72e-05	36.2
VIRSorter_short2-ContigCoA-KX349310_39-gene_7	gi|61806272|ref|YP_214631.1|	32.787	61	29	1	2	50	4	64	1.13e-04	35.4
VIRSorter_short2-ContigCoA-KX349310_39-gene_9	gi|326781829|ref|YP_004322231.1|	50.000	38	13	1	37	68	45	82	2.67e-05	37.0
VIRSorter_short2-ContigCoA-KX349310_37-gene_4	gi|526177901|ref|YP_008241728.1|	22.785	237	140	8	6	232	1	204	5.52e-05	42.0
VIRSorter_short2-ContigCoA-KX349310_37-gene_9	gi|326783387|ref|YP_004323667.1|	90.741	54	5	0	1	54	1	54	6.87e-33	106
VIRSorter_short2-ContigCoA-KX349310_37-gene_10	gi|326783386|ref|YP_004323668.1|	88.889	63	6	1	1	62	1	63	4.49e-34	108
VIRSorter_short2-ContigCoA-KX349310_37-gene_10	gi|326784042|ref|YP_004324435.1|	65.517	58	20	0	1	58	1	58	2.41e-24	84.3
VIRSorter_short2-ContigCoA-KX349310_40-gene_3	gi|326783387|ref|YP_004323667.1|	90.741	54	5	0	1	54	1	54	6.87e-33	106
VIRSorter_short2-ContigCoA-KX349310_40-gene_4	gi|326783386|ref|YP_004323668.1|	88.889	63	6	1	1	62	1	63	4.49e-34	108
